#time(s),GeodLatitude(degs),GeodLongitude(degs),GeodAltitude(m),alpha deg,beta(pitch)  deg,gamma(roll) deg
33.4,29.99885774,-40.20931072,19168.14113,113.8408297,64.99094699,5.806033772
33.5,29.99885236,-40.21033661,19226.8544,114.1630871,64.92408006,6.161088466
33.6,29.99884696,-40.21136606,19285.72369,114.4855299,64.85589613,6.516879087
33.7,29.99884154,-40.21239908,19344.74743,114.8082887,64.78640512,6.872963072
33.8,29.99883611,-40.2134357,19403.92409,115.1311985,64.71561698,7.229442873
33.9,29.99883065,-40.21447595,19463.25208,115.4542438,64.64354176,7.58642106
34,29.99882516,-40.21551983,19522.72983,115.7772743,64.57005616,7.943557007
34.1,29.99881966,-40.21656739,19582.35574,116.1002614,64.49530449,8.300857394
34.2,29.99881414,-40.21761863,19642.12825,116.4231927,64.41929699,8.658428225
34.3,29.9988086,-40.21867358,19702.04581,116.7459176,64.34191162,9.015929993
34.4,29.99880304,-40.21973226,19762.10688,117.0685623,64.26329178,9.373378211
34.5,29.99879745,-40.22079469,19822.30987,117.390828,64.18331627,9.730835656
34.6,29.99879184,-40.22186089,19882.6532,117.7127033,64.10199663,10.08814108
34.7,29.99878622,-40.22293089,19943.13529,118.0343204,64.01947526,10.44531793
34.8,29.99878057,-40.2240047,20003.75453,118.3555333,63.93550181,10.80211104
34.9,29.9987749,-40.22508235,20064.50934,118.676031,63.85021912,11.15867812
35,29.9987692,-40.22616386,20125.39818,118.9959544,63.76363888,11.51486447
35.1,29.99876348,-40.22724924,20186.4195,119.2883834,63.68339688,11.8403472
35.2,29.99875775,-40.22833851,20247.57193,119.5335587,63.61498263,12.11362306
35.3,29.99875198,-40.22943171,20308.85441,119.7417577,63.55625207,12.34563662
35.4,29.9987462,-40.23052883,20370.26614,119.9208169,63.50521881,12.54522597
35.5,29.99874039,-40.23162989,20431.80653,120.0765992,63.46043102,12.71883077
35.6,29.99873456,-40.23273491,20493.47514,120.214197,63.42070688,12.87213572
35.7,29.99872871,-40.2338439,20555.27167,120.3370518,63.38487426,13.00919145
35.8,29.99872283,-40.23495688,20617.19593,120.4484461,63.35227985,13.13332548
35.9,29.99871693,-40.23607384,20679.24781,120.5504667,63.32214694,13.24699316
36,29.99871101,-40.23719482,20741.42726,120.6453478,63.2942128,13.35260742
36.1,29.99870506,-40.2383198,20803.7343,120.7339782,63.26770679,13.45154176
36.2,29.99869909,-40.23944882,20866.16897,120.8181441,63.24262497,13.54525909
36.3,29.9986931,-40.24058187,20928.73136,120.8984376,63.21858215,13.63477318
36.4,29.99868708,-40.24171897,20991.42158,120.9755994,63.19532163,13.72076012
36.5,29.99868103,-40.24286013,21054.23976,121.050223,63.17271456,13.80395338
36.6,29.99867497,-40.24400535,21117.18607,121.1230524,63.15075941,13.88501492
36.7,29.99866888,-40.24515466,21180.26066,121.1939325,63.12907439,13.96402676
36.8,29.99866276,-40.24630805,21243.46372,121.2634607,63.10778558,14.04157824
36.9,29.99865662,-40.24746554,21306.79542,121.3320834,63.08689209,14.117935
37,29.99865046,-40.24862714,21370.25597,121.3994985,63.0661401,14.19323624
37.1,29.99864427,-40.24979285,21433.84557,121.4661512,63.04552928,14.26748429
37.2,29.99863805,-40.2509627,21497.56443,121.5320423,63.02505936,14.34094218
37.3,29.99863181,-40.25213669,21561.41275,121.5973206,63.00473001,14.41374222
37.4,29.99862555,-40.25331482,21625.39075,121.6621351,62.98454095,14.48601646
37.5,29.99861926,-40.25449712,21689.49865,121.7264864,62.96449189,14.55776655
37.6,29.99861294,-40.25568358,21753.73667,121.7902224,62.94445656,14.62892969
37.7,29.9986066,-40.25687422,21818.10503,121.8536396,62.92443495,14.69963694
37.8,29.99860024,-40.25806906,21882.60397,121.9167433,62.9045528,14.76995386
37.9,29.99859385,-40.25926809,21947.2337,121.9793808,62.88468413,14.83994688
38,29.99858743,-40.26047133,22011.99446,122.0417006,62.8648289,14.90961659
38.1,29.99858099,-40.2616788,22076.88648,122.1037028,62.84498709,14.97883363
38.2,29.99857452,-40.26289049,22141.90999,122.1655414,62.82528413,15.04779433
38.3,29.99856802,-40.26410643,22207.06523,122.2269093,62.80546898,15.11623823
38.4,29.9985615,-40.26532662,22272.35243,122.2879661,62.78579244,15.1845573
38.5,29.99855495,-40.26655107,22337.77183,122.3488547,62.76612904,15.25255649
38.6,29.99854838,-40.26777979,22403.32367,122.4094271,62.74647874,15.32023638
38.7,29.99854178,-40.26901279,22469.00819,122.4698317,62.72684152,15.38759752
38.8,29.99853515,-40.27025009,22534.82563,122.5297722,62.70721734,15.45477012
38.9,29.9985285,-40.27149169,22600.77623,122.5897,62.68773105,15.52156256
39,29.99852181,-40.27273761,22666.86024,122.649158,62.66813279,15.58810053
39.1,29.99851511,-40.27398785,22733.0779,122.7086037,62.64867221,15.65438943
39.2,29.99850837,-40.27524242,22799.42946,122.7674316,62.62909977,15.72029489
39.3,29.99850161,-40.27650134,22865.91517,122.8262479,62.60966478,15.78608219
39.4,29.99849482,-40.27776462,22932.53527,122.8848981,62.5902425,15.85155479
39.5,29.998488,-40.27903227,22999.29002,122.9430859,62.57083291,15.91671323
39.6,29.99848115,-40.28030429,23066.17967,123.0011078,62.55143598,15.98168731
39.7,29.99847428,-40.2815807,23133.20447,123.0589642,62.53205169,16.04621894
39.8,29.99846738,-40.28286151,23200.36468,123.1163588,62.51268,16.11069637
39.9,29.99846045,-40.28414673,23267.66054,123.1737363,62.49332089,16.17473238
40,29.99845349,-40.28543638,23335.09232,123.2306523,62.47397434,16.23858585
40.1,29.99844651,-40.28673045,23402.66028,123.2875594,62.45476421,16.30219755
40.2,29.99843949,-40.28802897,23470.36467,123.344146,62.4354426,16.36555826
40.3,29.99843245,-40.28933194,23538.20576,123.4004277,62.41625721,16.42867848
40.4,29.99842538,-40.29063937,23606.18381,123.4563891,62.39696044,16.49141923
40.5,29.99841828,-40.29195128,23674.29907,123.5123427,62.37779968,16.55404976
40.6,29.99841115,-40.29326768,23742.55183,123.5679842,62.35865115,16.61637171
40.7,29.99840399,-40.29458857,23810.94233,123.6234621,62.33951484,16.67838559
40.8,29.9983968,-40.29591397,23879.47085,123.6784801,62.32039071,16.74022066
40.9,29.99838958,-40.29724389,23948.13766,123.7336398,62.30140201,16.80181941
41,29.99838233,-40.29857835,24016.94303,123.7881832,62.2823021,16.86316943
41.1,29.99837506,-40.29991734,24085.88722,123.8427119,62.2632143,16.9242131
41.2,29.99836775,-40.30126089,24154.97051,123.8969383,62.24426161,16.98502231
41.3,29.99836041,-40.302609,24224.19318,123.9510023,62.22532084,17.04565504
41.4,29.99835304,-40.30396169,24293.5555,124.0047467,62.20626907,17.10591134
41.5,29.99834565,-40.30531896,24363.05775,124.0583378,62.1873521,17.16606349
41.6,29.99833822,-40.30668083,24432.7002,124.111767,62.16844697,17.22591178
41.7,29.99833076,-40.30804731,24502.48312,124.164886,62.14955365,17.2855851
41.8,29.99832327,-40.30941841,24572.40677,124.2178528,62.13079468,17.34502777
41.9,29.99831575,-40.31079415,24642.47144,124.2705004,62.11192483,17.40409561
42,29.9983082,-40.31217452,24712.67737,124.3229866,62.09306671,17.46298961
42.1,29.99830062,-40.31355955,24783.02485,124.3753211,62.07434264,17.52165469
42.2,29.998293,-40.31494924,24853.51415,124.4273465,62.05563011,17.58014698
42.3,29.99828536,-40.31634361,24924.14554,124.479053,62.03680691,17.63826538
42.4,29.99827768,-40.31774267,24994.91929,124.5307567,62.01811746,17.69628473
42.5,29.99826997,-40.31914643,25065.83569,124.5823099,61.99956152,17.75407765
42.6,29.99826223,-40.32055489,25136.895,124.6333964,61.98089491,17.81162584
42.7,29.99825446,-40.32196808,25208.09752,124.6843225,61.96223972,17.86887487
42.8,29.99824666,-40.323386,25279.44351,124.7352469,61.94371774,17.92589911
42.9,29.99823882,-40.32480867,25350.93328,124.7857047,61.92508525,17.98280723
43,29.99823095,-40.32623609,25422.56709,124.8361613,61.90658578,18.03936357
43.1,29.99822305,-40.32766828,25494.34523,124.88631,61.8880975,18.09575054
43.2,29.99821511,-40.32910525,25566.268,124.9362992,61.86962038,18.15196845
43.3,29.99820714,-40.33054701,25638.33568,124.9859809,61.85115439,18.20788973
43.4,29.99819914,-40.33199357,25710.54856,125.0355033,61.83269952,18.26364261
43.5,29.99819111,-40.33344494,25782.90694,125.0848774,61.81437705,18.31917453
43.6,29.99818304,-40.33490115,25855.4111,125.1339336,61.79594428,18.37433613
43.7,29.99817494,-40.33636219,25928.06135,125.1829901,61.77764371,18.42953326
43.8,29.9981668,-40.33782807,26000.85798,125.2317398,61.75935403,18.48430813
43.9,29.99815863,-40.33929883,26073.8013,125.280331,61.74107522,18.53904413
44,29.99815043,-40.34077445,26146.89159,125.3286156,61.72280724,18.59335863
44.1,29.99814219,-40.34225496,26220.12917,125.3767419,61.70455009,18.64763482
44.2,29.99813392,-40.34374036,26293.51433,125.4248697,61.68642454,18.70169371
44.3,29.99812561,-40.34523068,26367.04739,125.4725317,61.66818889,18.75538399
44.4,29.99811727,-40.34672592,26440.72865,125.5200472,61.65008467,18.80898544
44.5,29.99810889,-40.34822609,26514.55841,125.5675533,61.63199104,18.86242242
44.6,29.99810048,-40.3497312,26588.537,125.6147537,61.61390798,18.9155678
44.7,29.99809203,-40.35124127,26662.66472,125.6616483,61.59583548,18.96842194
44.8,29.99808355,-40.35275632,26736.94189,125.7083856,61.57777352,19.02123986
44.9,29.99807503,-40.35427634,26811.36882,125.7551257,61.55984237,19.07371664
45,29.99806647,-40.35580136,26885.94583,125.8015487,61.54180135,19.12608104
45.1,29.99805788,-40.35733139,26960.67323,125.8478265,61.52389096,19.17823249
45.2,29.99804925,-40.35886643,27035.55136,125.8937993,61.5059909,19.23009452
45.3,29.99804059,-40.36040651,27110.58054,125.9397637,61.48810113,19.28192183
45.4,29.99803189,-40.36195163,27185.76108,125.9854232,61.47022163,19.33333317
45.5,29.99802315,-40.36350181,27261.09331,126.0310865,61.45247229,19.38478781
45.6,29.99801437,-40.36505705,27336.57757,126.076285,61.43461322,19.43587681
45.7,29.99800556,-40.36661738,27412.21418,126.1214875,61.41688413,19.48688274
45.8,29.99799671,-40.3681828,27488.00348,126.1663857,61.39916511,19.5376013
45.9,29.99798783,-40.36975333,27563.94579,126.2112762,61.38145612,19.58815979
46,29.9979789,-40.37132898,27640.04146,126.2558626,61.36375716,19.63843152
46.1,29.99796994,-40.37290976,27716.29083,126.3001449,61.34606821,19.68854371
46.2,29.99796094,-40.37449569,27792.69422,126.3445804,61.32850867,19.73857496
46.3,29.9979519,-40.37608678,27869.25199,126.3885514,61.31083961,19.78824207
46.4,29.99794282,-40.37768303,27945.96447,126.4323794,61.29329979,19.83782898
46.5,29.99793371,-40.37928447,28022.83201,126.4762004,61.27576976,19.88725757
46.6,29.99792455,-40.38089111,28099.85497,126.5197178,61.25824952,19.93640132
46.7,29.99791536,-40.38250296,28177.03367,126.563241,61.24085813,19.98546617
46.8,29.99790613,-40.38412003,28254.36849,126.6063,61.22335733,20.03429464
46.9,29.99789685,-40.38574233,28331.85977,126.6495133,61.20598521,20.08291822
47,29.99788754,-40.38736989,28409.50786,126.6922753,61.18862267,20.13138493
47.1,29.99787819,-40.38900271,28487.31312,126.7350308,61.17126968,20.17969499
47.2,29.9978688,-40.3906408,28565.27592,126.7776317,61.15392625,20.22772205
47.3,29.99785936,-40.39228419,28643.39661,126.8199298,61.13659234,20.27559295
47.4,29.99784989,-40.39393288,28721.67555,126.8620863,61.11938656,20.32338756
47.5,29.99784037,-40.39558688,28800.11311,126.9042369,61.10219015,20.37090017
47.6,29.99783082,-40.39724621,28878.70966,126.9460849,61.08500308,20.41825752
47.7,29.99782122,-40.39891089,28957.46556,126.9877788,61.06782535,20.46545982
47.8,29.99781158,-40.40058092,29036.38119,127.0293186,61.05065692,20.51238088
47.9,29.99780191,-40.40225632,29115.45691,127.0707044,61.03349779,20.55914736
48,29.99779218,-40.40393711,29194.69311,127.1119495,61.01646618,20.60583973
48.1,29.99778242,-40.40562329,29274.09016,127.1530409,60.99944371,20.65237811
48.2,29.99777262,-40.40731489,29353.64845,127.1939786,60.98243035,20.69863645
48.3,29.99776277,-40.40901191,29433.36834,127.2346144,60.9654261,20.74474127
48.4,29.99775288,-40.41071437,29513.25023,127.275245,60.94843093,20.79056655
48.5,29.99774294,-40.41242228,29593.2945,127.3155737,60.93144483,20.83636493
48.6,29.99773297,-40.41413567,29673.50154,127.3559109,60.91458565,20.88196507
48.7,29.99772295,-40.41585453,29753.87174,127.3959465,60.89773539,20.92741271
48.8,29.99771288,-40.41757888,29834.40549,127.4359772,60.88089402,20.97258194
48.9,29.99770277,-40.41930875,29915.10319,127.4757065,60.86406154,21.01772519
49,29.99769262,-40.42104414,29995.96523,127.5154446,60.84735554,21.06267167
49.1,29.99768243,-40.42278507,30076.99201,127.554868,60.83054071,21.10738536
49.2,29.99767219,-40.42453155,30158.18394,127.594152,60.81385221,21.15190296
49.3,29.9976619,-40.42628359,30239.54141,127.6334316,60.79717241,21.19626947
49.4,29.99765157,-40.42804122,30321.06483,127.6724102,60.7805013,21.2404851
49.5,29.9976412,-40.42980444,30402.75462,127.7112361,60.76383885,21.28455001
49.6,29.99763078,-40.43157328,30484.61118,127.7500716,60.7473023,21.32854612
49.7,29.99762031,-40.43334773,30566.63492,127.7884442,60.73065708,21.37218439
49.8,29.9976098,-40.43512783,30648.82626,127.8269747,60.71413762,21.41575445
49.9,29.99759924,-40.43691358,30731.18561,127.8652047,60.69762664,21.45917474
50,29.99758863,-40.438705,30813.71341,127.9034446,60.68124114,21.50252751
50.1,29.99757798,-40.4405021,30896.41006,127.9413701,60.66474704,21.54552313
50.2,29.99756728,-40.4423049,30979.27599,127.9793057,60.64837826,21.5884518
50.3,29.99755654,-40.44411342,31062.31164,128.016941,60.6320178,21.63123162
50.4,29.99754574,-40.44592766,31145.51743,128.0545726,60.61566564,21.67386274
50.5,29.9975349,-40.44774765,31228.89379,128.091904,60.59932176,21.71634535
50.6,29.99752401,-40.44957339,31312.44115,128.1290835,60.58298615,21.758554
50.7,29.99751308,-40.45140491,31396.15996,128.1662736,60.56677539,21.80069717
50.8,29.99750209,-40.45324221,31480.05065,128.2033121,60.55057276,21.84269253
50.9,29.99749106,-40.45508532,31564.11367,128.2401989,60.53437824,21.88454025
51,29.99747997,-40.45693425,31648.34946,128.2767858,60.51819181,21.92624049
51.1,29.99746884,-40.45878902,31732.75846,128.3133695,60.50201347,21.96766794
51.2,29.99745766,-40.46064964,31817.34114,128.349816,60.4859595,22.00903132
51.3,29.99744643,-40.46251612,31902.09793,128.3859485,60.46979723,22.05016479
51.4,29.99743514,-40.46438848,31987.02929,128.4220922,60.4537592,22.09123467
51.5,29.99742381,-40.46626674,32072.13569,128.4582473,60.43784521,22.13224134
51.6,29.99741243,-40.46815091,32157.41758,128.4940886,60.42182293,22.17289315
51.7,29.997401,-40.47004102,32242.87543,128.529793,60.40592456,22.21360758
51.8,29.99738951,-40.47193706,32328.50969,128.565332,60.389918,22.25396735
51.9,29.99737797,-40.47383907,32414.32085,128.6007344,60.3740352,22.29426488
52,29.99736639,-40.47574706,32500.30937,128.6361341,60.35816014,22.3344169
52.1,29.99735475,-40.47766104,32586.47573,128.6713973,60.3424086,22.37450726
52.2,29.99734305,-40.47958102,32672.8204,128.7063468,60.32654893,22.41424358
52.3,29.99733131,-40.48150703,32759.34387,128.7413084,60.31081264,22.45404391
52.4,29.99731951,-40.48343909,32846.04662,128.7761192,60.29508392,22.49357432
52.5,29.99730766,-40.4853772,32932.92913,128.8107793,60.27936277,22.53296015
52.6,29.99729576,-40.48732139,33019.99189,128.8452887,60.26364917,22.57220154
52.7,29.9972838,-40.48927166,33107.2354,128.8796621,60.24805857,22.61138278
52.8,29.99727179,-40.49122805,33194.66014,128.9140333,60.23247539,22.65042
52.9,29.99725972,-40.49319056,33282.26662,128.9481057,60.21689961,22.68918833
53,29.9972476,-40.49515921,33370.05534,128.982176,60.20133123,22.72793799
53.1,29.99723543,-40.49713401,33458.02679,129.0159475,60.18577023,22.76641908
53.2,29.9972232,-40.499115,33546.18148,129.0497317,60.17033179,22.80484123
53.3,29.99721091,-40.50110217,33634.51993,129.0833656,60.1549006,22.84312026
53.4,29.99719857,-40.50309555,33723.04264,129.1169976,60.13947665,22.8812563
53.5,29.99718617,-40.50509516,33811.75013,129.1503311,60.12405993,22.91924947
53.6,29.99717371,-40.50710101,33900.64292,129.1835144,60.10865043,22.95709993
53.7,29.9971612,-40.50911312,33989.72152,129.2167107,60.09336305,22.99489259
53.8,29.99714863,-40.51113151,34078.98647,129.2495938,60.0779679,23.03233326
53.9,29.99713601,-40.51315619,34168.43828,129.2823417,60.06269474,23.06984136
54,29.99712332,-40.51518719,34258.0775,129.3152511,60.0475434,23.1071676
54.1,29.99711058,-40.51722451,34347.90461,129.383632,60.01531254,23.18568536
54.2,29.99709778,-40.51926819,34437.91978,129.5134766,59.95380558,23.33515625
54.3,29.99708492,-40.52131824,34528.12255,129.6915267,59.86866323,23.54050744
54.4,29.99707201,-40.52337468,34618.51198,129.9073481,59.76438974,23.78954656
54.5,29.99705903,-40.52543754,34709.08671,130.1521498,59.64433776,24.07262919
54.6,29.99704599,-40.52750686,34799.84506,130.4193345,59.51149858,24.38203213
54.7,29.99703289,-40.52958266,34890.78507,130.7035488,59.36804606,24.71160992
54.8,29.99701973,-40.53166497,34981.90458,131.0005926,59.21579258,25.05651169
54.9,29.99700651,-40.53375382,35073.20121,131.3069569,59.05608007,25.41283515
55,29.99699323,-40.53584924,35164.67242,131.6190073,58.8903416,25.77657685
55.1,29.99697991,-40.53794837,35256.19905,131.2612736,59.08037982,25.35879002
55.2,29.99696654,-40.54005006,35347.7363,130.9800228,59.22721321,25.03061955
55.3,29.99695315,-40.54215432,35439.28603,130.9120714,59.26250696,24.95108916
55.4,29.99693971,-40.54426114,35530.84886,131.154245,59.13718348,25.23245844
55.5,29.99692624,-40.54637053,35622.42371,131.6367121,58.88191479,25.79470623
55.6,29.99691273,-40.54848252,35714.00808,132.2990666,58.51994527,26.56938045
55.7,29.99689918,-40.55059711,35805.59833,133.0907176,58.06892951,27.49948543
55.8,29.9968856,-40.55271432,35897.18972,133.9708362,57.54273874,28.53900855
55.9,29.99687197,-40.5548342,35988.77661,134.9070316,56.95252554,29.65146781
56,29.99685831,-40.55695675,36080.35237,135.8737301,56.30731987,30.80857322
56.1,29.99684461,-40.55908201,36171.90967,136.8518364,55.61455584,31.98841952
56.2,29.99683087,-40.56121001,36263.44063,137.8270362,54.88060226,33.17472512
56.3,29.99681709,-40.56334076,36354.93709,138.7884912,54.11078489,34.35525026
56.4,29.99680327,-40.5654743,36446.3906,139.7287572,53.30952654,35.52129077
56.5,29.99678942,-40.56761065,36537.79236,140.6426884,52.48058383,36.66647409
56.6,29.99677552,-40.56974981,36629.13321,141.526646,51.62708498,37.78683099
56.7,29.99676157,-40.57189182,36720.40335,142.3784721,50.75166228,38.8795851
56.8,29.99674759,-40.57403668,36811.59275,143.197454,49.85675327,39.94332853
56.9,29.99673357,-40.57618441,36902.69132,143.9829807,48.94434912,40.97721383
57,29.9967195,-40.57833502,36993.68897,144.7349924,48.01611537,41.98111329
57.1,29.99670539,-40.5804885,37084.57542,145.3816619,47.17117915,42.85628842
57.2,29.99669124,-40.58264487,37175.34106,145.8826291,46.4840734,43.54271225
57.3,29.99667704,-40.58480413,37265.97827,146.275622,45.92418631,44.08662587
57.4,29.9966628,-40.58696628,37356.48116,146.5872476,45.46637616,44.52129804
57.5,29.99664852,-40.58913131,37446.84519,146.8368122,45.09027357,44.87198855
57.6,29.9966342,-40.59129922,37537.0669,147.038865,44.77955765,45.15751791
57.7,29.99661983,-40.59347003,37627.14366,147.2041457,44.5209488,45.39217327
57.8,29.99660541,-40.59564372,37717.07351,147.3409989,44.30406017,45.58723764
57.9,29.99659096,-40.5978203,37806.85501,147.4555024,44.12028512,45.75094407
58,29.99657646,-40.59999977,37896.48713,147.5527798,43.96302418,45.89008905
58.1,29.99656191,-40.60218213,37985.96915,147.6362341,43.82682381,46.00986635
58.2,29.99654732,-40.60436739,38075.30062,147.7087631,43.70741746,46.11425256
58.3,29.99653269,-40.60655554,38164.48127,147.7728069,43.60138114,46.20646483
