# time, position (1), position (2), position (3), velocity (1), velocity (2), velocity (3), acceleration (1), acceleration (2), acceleration (3), attitude (1), attitude (2), attitude (3), angle_rates (1), angle_rates (2), angle_rates (3)
4.419900000000000091e+02,5.355779103374813843e+01,-2.070174727256039571e+00,1.000006482766941190e+03,1.003106801096890166e+02,1.691363023080510314e-02,5.976318871695852702e-05,-3.696001620177546119e-05,-1.173458053933697925e-02,-9.816146790100026109e+00,-1.278413698793693811e+02,5.932263776117329134e-06,4.371834710069222177e-04,8.831558369429801390e-07,6.271710001275013246e-05,-9.454687581293997342e-04
4.421899999999999977e+02,5.355768049060596780e+01,-2.070413797155983282e+00,1.000006474580615759e+03,1.003106777402155529e+02,1.692858192520007091e-02,5.980492081259326727e-05,1.191375460375870344e-05,-1.179242964946206063e-02,-9.815960816552635748e+00,-1.278415618877672131e+02,6.063736787429864772e-06,4.373732128995543923e-04,8.830295835698777410e-07,-4.345268487374091365e-05,-9.785143488508416497e-04
4.423899999999999864e+02,5.355756994701014406e+01,-2.070652865832933287e+00,1.000006466070190072e+03,1.003106751451777967e+02,1.694354926049656054e-02,5.996636601356089856e-05,-6.538163767653171221e-05,-1.169535525510741365e-02,-9.816068064736567678e+00,-1.278417537062548064e+02,6.226405315169130581e-06,4.375497847768060073e-04,8.828988995746779480e-07,1.785992082210718972e-05,-9.230709525676092202e-04
4.425900000000000318e+02,5.355745940295973639e+01,-2.070891933286699071e+00,1.000006457535549998e+03,1.003106727639162301e+02,1.695852262483881975e-02,6.012797500051214584e-05,7.007842245601119683e-06,-1.179073614723974428e-02,-9.815961803936705365e+00,-1.278419456809997001e+02,6.051903750015198179e-06,4.377263311078424682e-04,8.827737137254937566e-07,-4.277892786813784905e-05,-9.775538520364283196e-04
4.427900000000000205e+02,5.355734885845467375e+01,-2.071130999517294846e+00,1.000006448969244957e+03,1.003106701929468869e+02,1.697350202141486436e-02,6.028973797174210376e-05,-2.096567982573328473e-05,-1.175195775284423871e-02,-9.816042903601749359e+00,-1.278421375175284282e+02,6.179093444727112766e-06,4.379028518417747945e-04,8.826471929898159254e-07,3.598021785653460763e-06,-9.554078696966225755e-04
4.429900000000000091e+02,5.355723831349492770e+01,-2.071370064524736598e+00,1.000006440380588174e+03,1.003106677689887078e+02,1.698848744603348448e-02,6.045165890510646907e-05,-3.191404802841012645e-05,-1.173798343224390778e-02,-9.815975907453443838e+00,-1.278423294598938469e+02,6.358590134619377159e-06,4.380793471058252748e-04,8.825217599765781320e-07,-3.461388049200943751e-05,-9.474294301918601740e-04
4.431899999999999977e+02,5.355712776807791187e+01,-2.071609128309229497e+00,1.000006431492045522e+03,1.003106653313440262e+02,1.700346974653416804e-02,6.049419332620508175e-05,-1.456752901530717626e-05,-1.176202163750640454e-02,-9.816058569141199897e+00,-1.278425213525018762e+02,5.917552692938062536e-06,4.382689842945973382e-04,8.824078241672702858e-07,1.265542342655444749e-05,-9.611629676987416653e-04
4.433899999999999864e+02,5.355701722220812400e+01,-2.071848190870522632e+00,1.000006422749720514e+03,1.003106628472169888e+02,1.701846768586261563e-02,6.065643746687469977e-05,-3.120536342838094645e-05,-1.173825424536903764e-02,-9.816066028510086028e+00,-1.278427132366993959e+02,5.798277261495564700e-06,4.384454335042160117e-04,8.822842534160629598e-07,1.697063903004077543e-05,-9.475909484018246298e-04
4.435900000000000318e+02,5.355690667588376641e+01,-2.072087252208737240e+00,1.000006413994356990e+03,1.003106604902207124e+02,1.703347165027732993e-02,6.081883790388363270e-05,2.068855221760714242e-06,-1.177926783954813018e-02,-9.816145817347802449e+00,-1.278429052251463247e+02,5.897412250250913005e-06,4.386218568368418082e-04,8.821480255257072172e-07,6.259928634725440825e-05,-9.710204406932192861e-04
4.437900000000000205e+02,5.355679612910468279e+01,-2.072326312323892861e+00,1.000006405188702047e+03,1.003106579466603989e+02,1.704848164343216940e-02,6.098139871753307487e-05,2.913846880398126925e-05,-1.181696366687382330e-02,-9.815983696379651846e+00,-1.278430970604751593e+02,5.895020498574889648e-06,4.387982548268078847e-04,8.820282313981223260e-07,-2.994614338470781814e-05,-9.925548897846017769e-04
4.439900000000000091e+02,5.355668558187105077e+01,-2.072565371215998820e+00,1.000006396363489330e+03,1.003106553113673556e+02,1.706349766304151444e-02,6.114411510326301714e-05,-1.178992502774728193e-05,-1.176742342321001125e-02,-9.816095378609178468e+00,-1.278432888502616862e+02,6.111000822329473197e-06,4.389746273723364972e-04,8.818981695784678149e-07,3.389886652505291032e-05,-9.642619635035168824e-04
4.441899999999999977e+02,5.355657503417730680e+01,-2.072804428885076877e+00,1.000006387000903487e+03,1.003106531922051801e+02,1.707851056418431199e-02,6.118745093331688656e-05,-9.973988578564580912e-06,-1.176549148631440139e-02,-9.816012960013338784e+00,-1.278434809753840682e+02,5.462747851373689188e-06,4.391641511806953211e-04,8.817996731423379044e-07,-1.312189727622090573e-05,-9.631619120453316493e-04
4.443899999999999864e+02,5.355646448603288690e+01,-2.073043485331214075e+00,1.000006377968937159e+03,1.003106509616990678e+02,1.709353909004169073e-02,6.135049299973814726e-05,-2.515441945671740678e-05,-1.174826722275308828e-02,-9.816080058463503732e+00,-1.278436730355564919e+02,5.428183847650477606e-06,4.393404801399025867e-04,8.816739249729392330e-07,2.525808143182145480e-05,-9.533271777720250893e-04
4.445900000000000318e+02,5.355635393743386885e+01,-2.073282540554393982e+00,1.000006368913687766e+03,1.003106482698505175e+02,1.710857364424838920e-02,6.151368954939668622e-05,-4.706226395926809634e-05,-1.171815310688714348e-02,-9.816186097428783341e+00,-1.278438647424796244e+02,5.724084793218751517e-06,4.395167833747835916e-04,8.815365990141982199e-07,8.587965470413730785e-05,-9.361300177423285181e-04
4.447900000000000205e+02,5.355624338838027398e+01,-2.073521594554627256e+00,1.000006359821185470e+03,1.003106456267935442e+02,1.712361422017908558e-02,6.167705039072425306e-05,-1.597721588858354316e-05,-1.175648901988946005e-02,-9.816174724375752447e+00,-1.278440565077103059e+02,5.729408151200210815e-06,4.396930609616716439e-04,8.814087629035257683e-07,7.943832085119869875e-05,-9.580301024695913117e-04
4.449900000000000091e+02,5.355613283887212361e+01,-2.073760647331934770e+00,1.000006350700743496e+03,1.003106434313162936e+02,1.713866081336179806e-02,6.184057334364877982e-05,1.376996273094702984e-06,-1.178078922877538737e-02,-9.816099855099114535e+00,-1.278442485847612744e+02,5.646114614757921588e-06,4.398693130277889782e-04,8.812832382807997937e-07,3.672945191207456142e-05,-9.719132496353070309e-04
4.451899999999999977e+02,5.355602228891014960e+01,-2.073999698886151322e+00,1.000006341916508973e+03,1.003106406832098116e+02,1.715370426401436818e-02,6.188468691873140188e-05,-7.031217249358545564e-06,-1.177087628737532796e-02,-9.816059030532015228e+00,-1.278444402802497564e+02,5.774022631383535399e-06,4.400586787244134307e-04,8.811445451326692192e-07,1.346604054976751088e-05,-9.662546105339801924e-04
4.453899999999999864e+02,5.355591173849329323e+01,-2.074238749217576672e+00,1.000006332844495773e+03,1.003106381400327933e+02,1.716876335321516553e-02,6.204852788469077964e-05,-1.701751135841173851e-06,-1.177387731968231911e-02,-9.816026922882555183e+00,-1.278446321081442107e+02,5.734819496046377722e-06,4.402348762376568280e-04,8.810246636277250111e-07,-4.818446986813489890e-06,-9.679721521851355820e-04
4.455900000000000318e+02,5.355580118762178898e+01,-2.074477798326099798e+00,1.000006323727779090e+03,1.003106356477072438e+02,1.718382846058673363e-02,6.221252959045215996e-05,1.091246626986123563e-05,-1.178707696332554310e-02,-9.815835396852630623e+00,-1.278448239655586178e+02,5.616487137233590259e-06,4.404110481537961449e-04,8.809085194556801071e-07,-1.141594820722218384e-04,-9.755148934397682653e-04
4.457900000000000205e+02,5.355569063629575766e+01,-2.074716846211746901e+00,1.000006314573809505e+03,1.003106330657721514e+02,1.719889958623069259e-02,6.237669107989326296e-05,1.208220484094704753e-06,-1.177953785936044183e-02,-9.816122005440691467e+00,-1.278450157713465387e+02,5.583102305075202294e-06,4.405871943964980732e-04,8.807581614356064457e-07,4.960027959620616549e-05,-9.712121637338902132e-04
4.459900000000000091e+02,5.355558008451543373e+01,-2.074955892874533969e+00,1.000006305409595370e+03,1.003106305059987875e+02,1.721397672905284129e-02,6.254100990457991949e-05,-1.321091235094775122e-05,-1.176071053222068827e-02,-9.816050027952901047e+00,-1.278452075805655994e+02,5.736908229916788829e-06,4.407633149148737950e-04,8.806368383848757777e-07,8.542845028569237526e-06,-9.604617847389499471e-04
4.461899999999999977e+02,5.355546953228134299e+01,-2.075194938313766002e+00,1.000006297133862972e+03,1.003106280541629900e+02,1.722905072568816157e-02,6.258591082772393737e-05,4.526288888199276892e-06,-1.178306574627076969e-02,-9.815962398723227622e+00,-1.278453995627914992e+02,6.241236852315293526e-06,4.409525309727615702e-04,8.804895761160978981e-07,-4.145439238002442735e-05,-9.732340025481739246e-04
4.463899999999999864e+02,5.355535897959234859e+01,-2.075433982530570987e+00,1.000006288170814514e+03,1.003106253355016833e+02,1.724414035411079085e-02,6.275054801762312319e-05,-2.217359686576141797e-05,-1.174595056964413374e-02,-9.816080714531102203e+00,-1.278455912776703940e+02,6.389130075115164603e-06,4.411285916712648207e-04,8.803471677784762828e-07,2.617998766308188849e-05,-9.520380011758976984e-04
4.465900000000000318e+02,5.355524842644898342e+01,-2.075673025524511051e+00,1.000006279176101089e+03,1.003106226059560839e+02,1.725923599601252717e-02,6.291534369065037856e-05,-2.708263120960444412e-05,-1.174237887432555069e-02,-9.816121854238744504e+00,-1.278457829801033512e+02,6.629310068996881430e-06,4.413046266963306283e-04,8.802135643640237676e-07,4.973252969414689988e-05,-9.500013189444844438e-04
